Created on 04-08-2018,http://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-04-08,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-07,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-06,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-05,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-04,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-03,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-02,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-04-01,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-31,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-30,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-29,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-28,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-27,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-26,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-25,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-24,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-23,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-22,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-21,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-20,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-19,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-18,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-17,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-16,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-15,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-14,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-13,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-12,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-11,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-10,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-09,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-08,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-07,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-06,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-05,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-04,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-03,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-02,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-03-01,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-28,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-27,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-26,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-25,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-24,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-23,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-22,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-21,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-20,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-19,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-18,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-17,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-16,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-15,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-14,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-13,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-12,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-11,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-10,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-09,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-08,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-07,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-06,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-05,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-04,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-03,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-02,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-02-01,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-31,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-30,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-29,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-28,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-27,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-26,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-25,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-24,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-23,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-22,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-21,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-20,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-19,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-18,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-17,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-16,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-15,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-14,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-13,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-12,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-11,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-10,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-09,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-08,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-07,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-06,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-05,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-04,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-03,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-02,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2018-01-01,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-31,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-30,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-29,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-28,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-27,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-26,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-25,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-24,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-23,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-22,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-21,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-20,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-19,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
2017-12-18,ETHUSD,329.44,329.44,329.44,329.44,0.0,0.0
